product_upc,item_number,item_description,case_upc,case_pack,department,supplier
000000000004159800075,315791834,Blissful Vibrant Shaw,,6.0,31,J.A. Wright #02Ucs#
000000000007231000105,315633060,Sharp Upbeat Hamilton,,6.0,31,R.C. Bigelow         #02Ucs###
000000000060265225600,315143162,Compassionate Peaceful Northcutt,60265225283,4.0,31,Kind Llc
000000000085210900476,315510220,Flamboyant Nostalgic Engelbart,85549600882,6.0,31,Unfi
000000000085561100836,315580712,Dazzling Inspiring Wright,85561100837,12.0,31,Unfi
000000000008983618523,315605627,Eager Modest Kare,,3.0,31,Frontier Natural Products Coop
000000000067017111233,315609744,Confident Focused Goldstine,,6.0,31,Unfi
000000000085834400544,311381166,Brave Lucid Lumiere,85834400550,12.0,31,Unfi
000000000006647900002,311381190,Modest Trusting Keller,6647900010,12.0,31,Clearly Food & Beverage Co Llc
000000000007236842435,310661961,Practical Vigorous Wright,,6.0,31,Unfi
000000000007341654260,310741614,Brave Stoic Fermi,,6.0,31,Unfi
000000000007225102007,310742034,Gracious Jovial Golick,7225102066,12.0,31,Quaker Oats   ##Ucs##
000000000005165109236,310371621,Competent Keen Booth,,6.0,31,Hain Foods
000000000007022750002,310402537,Friendly Jovial Poincare,,12.0,31,Unfi
000000000085110000317,310101725,Admiring Focused Villani,,8.0,31,Junkless Foods
000000000002190812405,310102072,Distracted Unruffled Sinoussi,,10.0,31,Small Planet Foods Llc ##Ucs##
000000000001660000005,310131225,Goofy Stoic Hamilton,1660000153,6.0,31,Dr Pepper Snapple Group
000000000003384400208,310231473,Modest Vigilant Albattani,3384480208,8.0,31,Unfi
000000000003384400251,310231774,Eloquent Gracious Bell,3384480251,8.0,31,Unfi
000000000004195300192,310271261,Gracious Nervous Payne,4195300191,6.0,31,Lavazza Coffees  ##02Ucs##
000000000081002167161,310034669,Amazing Reverent Bassi,,8.0,31,Unfi
000000000007533883047,310034669,Amazing Reverent Bassi,,8.0,Unfi
000000000085759700327,310042947,Agitated Amazing Shtern,,8.0,31,Unfi
000000000086620600020,310043862,Practical Serene Easley,,12.0,31,Unfi
000000000085559600706,310060076,Clever Festive Kapitsa,,12.0,31,Unfi
000000000004119007477,310060539,Dazzling Youthful Johnson,,8.0,31,Cibo Vita Vreeland
000000000005210005409,310060539,Dazzling Youthful Johnson,,8.0,Cibo Vita Vreeland
000000000002106500044,315615119,Focused Vigilant Nightingale,,12.0,31,Master Sales Company ##Ucs##
000000000007518500700,410001638,Modest Zen Mcclintock,,1.0,41,Martins Famous Pastryshoppe
000000000003168302031,410016260,Ecstatic Vigilant Goldstine,,10.0,41,Schmidt Baking Co
000000000085358400232,410016022,Condescending Vigilant Wozniak,,1.0,41,Fbc Of Oxford Inc
000000000002756803214,420013026,Inspiring Objective Albattani,,6.0,42,Tropical Cheese
000000000085261400694,420018131,Kind Serene Bose,,12.0,42,Rainforest Distribution Corp
000000000085005342349,420018489,Focused Reverent Torvalds,,12.0,42,Rainforest Distribution Corp
000000000085005342331,420018491,Condescending Elegant Bhabha,,12.0,42,Rainforest Distribution Corp
000000000085005342355,420018492,Pedantic Wizardly Kalam,,12.0,42,Rainforest Distribution Corp
000000000085005342312,420018487,Confident Wizardly Shockley,,12.0,42,Rainforest Distribution Corp
000000000086047700123,420016610,Eloquent Happy Carson,,8.0,42,Doras Natural Inc
000000000084260511145,420013037,Modest Zealous Noyce,,6.0,42,Mcmahons Farms Inc
000000000084260511142,420013465,Confident Kind Varahamihira,,6.0,42,Mcmahons Farms Inc
000000000085261400648,420014509,Jolly Nostalgic Roentgen,,12.0,42,Rainforest Distribution Corp
000000000009214533599,420015503,Fervent Relaxed Almeida,,12.0,42,Mcmahons Farms Inc
000000000009214533600,420015504,Affectionate Pensive Franklin,,12.0,42,Mcmahons Farms Inc
000000000009214533608,420015509,Stoic Vigorous Mirzakhani,,12.0,42,Mcmahons Farms Inc
000000000085729000576,430015705,Hardcore Sad Bhabha,,6.0,43,Mcmahons Farms Inc - Local
000000000007572050356,440080087,Brave Gallant Sammet,,1.0,44,Nestle Waters Na Inc
000000000004400007469,440160143,Admiring Mystifying Neumann,,12.0,44,Mondelez Global Llc
000000000061300873515,440095956,Laughing Vigilant Mestorf,,12.0,44,Az Metro Distirbutors Llc
000000000061300871930,440050555,Gracious Hardcore Khorana,,24.0,44,Az Metro Distirbutors Llc
000000000004133102052,440035468,Jolly Laughing Payne,,24.0,44,Goya Food Inc.
000000000004400000488,440043188,Hungry Modest Perlman,,12.0,44,Mondelez Global Llc
000000000007165311588,440043188,Hungry Modest Perlman,,12.0,Mondelez Global Llc
000000000086000921080,440164053,Agitated Angry Northcutt,,10.0,44,Chex Finer Foods
000000000008390000597,440079730,Cocky Vigilant Curran,,12.0,44,Liberty Coca-Cola Beverages
000000000001200000017,440000722,Ecstatic Eloquent Shirley,,1.0,44,Pepsi Cola
000000000004400007378,440160458,Amazing Priceless Hugle,,12.0,44,Mondelez Global Llc
000000000075752805092,440166606,Goofy Stupefied Dijkstra,,1.0,44,Stroehmann / Maier'S
000000000002840000022,440010845,Laughing Quirky Keller,,24.0,44,Frito Lay Inc
000000000005200005301,440167708,Gifted Stoic Wiles,,12.0,44,Pepsi Cola
000000000068117053010,440144849,Serene Upbeat Hodgkin,,12.0,44,Paramount Foods Llc
000000000086000035290,440151760,Elastic Gracious Cray,,12.0,44,Rainforest Distribution Corp
000000000020721700000,490018667,Affectionate Sad Brattain,,1.0,49,Dugan Provisions Co
000000000020730600000,490018564,Flamboyant Stupefied Kilby,,1.0,49,Dugan Provisions Co
000000000026927300000,490035709,Tender Upbeat Kilby,,1.0,49,Acme Corp Distribution Center
000000000026926400000,490035700,Brave Sleepy Newton,,1.0,49,Acme Corp Distribution Center
000000000026924800000,490035687,Laughing Pedantic Mclean,,1.0,49,Acme Corp Distribution Center
000000000020721400000,490018664,Laughing Zen Stonebraker,,1.0,49,Dugan Provisions Co
000000000020731400000,490018572,Ecstatic Frosty Mirzakhani,,1.0,49,Dugan Provisions Co
000000000026925400000,490035692,Confident Stupefied Jepsen,,1.0,49,Acme Corp Distribution Center
000000000026923500000,490035677,Cocky Silly Kilby,,1.0,49,Acme Corp Distribution Center
000000000026922300000,490035668,Condescending Cranky Pike,,1.0,49,Acme Corp Distribution Center
000000000026925500000,490035693,Peaceful Quizzical Jang,,1.0,49,Acme Corp Distribution Center
000000000026924100000,490035681,Nifty Youthful Mestorf,,1.0,49,Acme Corp Distribution Center
000000000020721600000,490018666,Amazing Ecstatic Hawking,,1.0,49,Dugan Provisions Co
000000000007630891395,490018666,Amazing Ecstatic Hawking,,1.0,Dugan Provisions Co
000000000026922100000,490035738,Gifted Infallible Pare,,1.0,49,Acme Corp Distribution Center
000000000023650200000,490018616,Competent Stupefied Goodall,,1.0,49,Dugan Provisions Co
000000000023650700000,490018621,Frosty Zen Tesla,,1.0,49,Dugan Provisions Co
000000000023652000000,490018634,Mystifying Zen Goodall,,1.0,49,Dugan Provisions Co
000000000023652900000,490018643,Elated Gifted Bose,,2.0,49,Dugan Provisions Co
000000000023650600000,490018620,Boring Youthful Torvalds,,1.0,49,Dugan Provisions Co
000000000007533883046,490018620,Boring Youthful Torvalds,,1.0,Dugan Provisions Co
000000000020721900000,490018669,Keen Priceless Mcclintock,,1.0,49,Dugan Provisions Co
000000000020731000000,490018568,Admiring Eager Sinoussi,,1.0,49,Dugan Provisions Co
000000000026922800000,490035723,Nervous Trusting Kalam,,1.0,49,Acme Corp Distribution Center
000000000026922700000,490035678,Agitated Wizardly Wing,,1.0,49,Acme Corp Distribution Center
000000000026924000000,490035719,Pensive Wizardly Turing,,1.0,49,Acme Corp Distribution Center
000000000026923800000,490035725,Pedantic Stoic Euclid,,1.0,49,Acme Corp Distribution Center
000000000026922400000,490035669,Distracted Quirky Brown,,1.0,49,Acme Corp Distribution Center
000000000026924600000,490035685,Elegant Gallant Liskov,,1.0,49,Acme Corp Distribution Center
000000000020727900000,490018729,Hungry Vigorous Franklin,,1.0,49,Dugan Provisions Co
000000000026926300000,490035699,Amazing Nifty Thompson,,1.0,49,Acme Corp Distribution Center
000000000022417300000,490037889,Jolly Upbeat Nobel,,1.0,49,Acme Corp Distribution Center
000000000020726500000,490018715,Compassionate Eager Carson,,1.0,49,Dugan Provisions Co
000000000020722100000,490018671,Kind Relaxed Almeida,,1.0,49,Dugan Provisions Co
000000000026923400000,490035676,Fervent Gracious Mahavira,,1.0,49,Acme Corp Distribution Center
000000000023650000000,490018614,Eloquent Happy Hypatia,,2.0,49,Dugan Provisions Co
000000000020721500000,490018665,Agitated Serene Kalam,,1.0,49,Dugan Provisions Co
000000000026923100000,490035673,Laughing Pensive Kowalevski,,1.0,49,Acme Corp Distribution Center
000000000026922200000,490035739,Epic Heuristic Mahavira,,1.0,49,Acme Corp Distribution Center
000000000026927600000,490035712,Jovial Practical Mayer,,1.0,49,Acme Corp Distribution Center
000000000020732200000,490018579,Quirky Sleepy Khorana,,1.0,49,Dugan Provisions Co
000000000022421200000,490037890,Blissful Focused Elbakyan,,1.0,49,Acme Corp Distribution Center
000000000026923000000,490035672,Brave Kind Ride,,1.0,49,Acme Corp Distribution Center
000000000026924700000,490035686,Inspiring Nifty Goldberg,,1.0,49,Acme Corp Distribution Center
000000000026923600000,490035679,Eager Wizardly Murdock,,1.0,49,Acme Corp Distribution Center
000000000026924300000,490035683,Boring Stupefied Aryabhata,,1.0,49,Acme Corp Distribution Center
000000000022416800000,490037888,Awesome Inspiring Ardinghelli,,1.0,49,Acme Corp Distribution Center
000000000026924900000,490035688,Nervous Serene Blackwell,,1.0,49,Acme Corp Distribution Center
000000000023651300000,490018627,Eager Nervous Bose,,1.0,49,Dugan Provisions Co
000000000020728200000,490018732,Angry Sharp Ptolemy,,1.0,49,Dugan Provisions Co
000000000085103500366,490018732,Angry Sharp Ptolemy,,1.0,Dugan Provisions Co
000000000026927200000,490035708,Lucid Zealous Aryabhata,,1.0,49,Acme Corp Distribution Center
000000000026925100000,490035690,Festive Inspiring Tesla,,1.0,49,Acme Corp Distribution Center
000000000026925800000,490035696,Elated Hardcore Shannon,,1.0,49,Acme Corp Distribution Center
000000000026923200000,490035674,Condescending Youthful Proskuriakova,,1.0,49,Acme Corp Distribution Center
000000000020723300000,490018683,Friendly Happy Wright,,1.0,49,Dugan Provisions Co
000000000026927400000,490035710,Clever Elegant Brown,,1.0,49,Acme Corp Distribution Center
000000000026925700000,490035695,Suspicious Wonderful Poitras,,1.0,49,Acme Corp Distribution Center
000000000026923900000,490035680,Modest Optimistic Roentgen,,1.0,49,Acme Corp Distribution Center
000000000026925300000,490035721,Kind Serene Panini,,1.0,49,Acme Corp Distribution Center
000000000026926500000,490035701,Awesome Priceless Ardinghelli,,1.0,49,Acme Corp Distribution Center
000000000026926800000,490035704,Priceless Zealous Lovelace,,1.0,49,Acme Corp Distribution Center
000000000026924400000,490035684,Gifted Wizardly Bohr,,1.0,49,Acme Corp Distribution Center
000000000026924200000,490035682,Distracted Vibrant Keldysh,,1.0,49,Acme Corp Distribution Center
000000000026922000000,490035740,Brave Festive Jang,,1.0,49,Acme Corp Distribution Center
000000000025505800000,490037409,Epic Focused Lewin,,1.0,49,Acme Corp Distribution Center
000000000022412200000,490037886,Determined Sad Ritchie,,1.0,49,Acme Corp Distribution Center
000000000026925000000,490035689,Brave Sharp Golick,,1.0,49,Acme Corp Distribution Center
000000000025872400000,490034723,Eager Youthful Allen,,1.0,49,Acme Corp Distribution Center
000000000025872600000,490034725,Gifted Gracious Zhukovsky,,1.0,49,Acme Corp Distribution Center
000000000025873100000,490034738,Elegant Sad Lamport,,1.0,49,Acme Corp Distribution Center
000000000025897800000,490034796,Dreamy Upbeat Mirzakhani,,1.0,49,Acme Corp Distribution Center
000000000025972400000,520011723,Cocky Sleepy Curran,,1.0,52,Acme Corp Distribution Center
000000000025914300000,520011565,Amazing Serene Rosalind,,1.0,52,Acme Corp Distribution Center
000000000025470300000,520012540,Stoic Stupefied Kapitsa,,1.0,52,Acme Corp Distribution Center
000000000026938600000,520011815,Distracted Thirsty Lumiere,,1.0,52,Acme Corp Distribution Center
000000000025470200000,520012538,Epic Infallible Saha,,1.0,52,Acme Corp Distribution Center
000000000025470400000,520012542,Musing Suspicious Lewin,,1.0,52,Acme Corp Distribution Center
000000000025972300000,520011717,Inspiring Suspicious Fermat,,1.0,52,Acme Corp Distribution Center
000000000021657600000,520010569,Lucid Pedantic Meitner,,1.0,52,Acme Corp Distribution Center
000000000021599900000,590003271,Hardcore Nifty Swirles,,1.0,59,Acme Corp Distribution Center
000000000021188300000,590003314,Focused Loving Allen,,1.0,59,Acme Corp Distribution Center
000000000021187900000,590003310,Pedantic Trusting Newton,,1.0,59,Acme Corp Distribution Center
000000000021632600000,590003602,Adoring Compassionate Gates,,1.0,59,Acme Corp Distribution Center
000000000021187500000,590003307,Dreamy Jolly Swirles,,1.0,59,Acme Corp Distribution Center
000000000021184800000,590003268,Heuristic Sad Shirley,,1.0,59,Acme Corp Distribution Center
000000000026929500000,590004591,Agitated Keen Perlman,,1.0,59,Acme Corp Distribution Center
000000000021187300000,590003319,Goofy Pedantic Carson,,1.0,59,Acme Corp Distribution Center
000000000021632000000,590003596,Elastic Infallible Lumiere,,1.0,59,Acme Corp Distribution Center
000000000021187800000,590003309,Awesome Elegant Montalcini,,1.0,59,Acme Corp Distribution Center
000000000021187200000,590003306,Determined Laughing Chaplygin,,1.0,59,Acme Corp Distribution Center
000000000021188000000,590003311,Agitated Kind Poitras,,1.0,59,Acme Corp Distribution Center
000000000025945600000,590004542,Elastic Nifty Wright,,1.0,59,Acme Corp Distribution Center
000000000021187600000,590003308,Focused Unruffled Shockley,,1.0,59,Acme Corp Distribution Center
000000000026929300000,590004589,Quirky Serene Galileo,,1.0,59,Acme Corp Distribution Center
000000000081471901534,600023223,Jolly Thirsty Babbage,,1.0,60,Paramount Foods Llc
000000000018525500053,600032792,Epic Hardcore Galileo,,4.0,60,Paramount Foods Llc
000000000018525500052,600032795,Cranky Hardcore Curran,,4.0,60,Paramount Foods Llc
000000000081471901538,600023136,Awesome Cranky Poincare,,1.0,60,Paramount Foods Llc
000000000025971800000,600034702,Fervent Stoic Volhard,,1.0,60,Acme Corp Distribution Center
000000000081011101023,600012374,Confident Laughing Hermann,,1.0,60,Paramount Foods Llc
000000000025971400000,600034701,Ecstatic Nostalgic Raman,,1.0,60,Acme Corp Distribution Center
000000000018525500054,600032794,Determined Optimistic Chandrasekhar,,4.0,60,Paramount Foods Llc
000000000021289900000,600029104,Affectionate Quizzical Mclean,,1.0,60,Acme Corp Distribution Center
000000000081011101122,600016447,Elegant Epic Jang,,1.0,60,Paramount Foods Llc
000000000081471901511,600023155,Fervent Flamboyant Bohr,,1.0,60,Paramount Foods Llc
000000000025769900000,600034200,Elegant Nostalgic Kilby,,1.0,60,Acme Corp Distribution Center
000000000025971900000,600034703,Festive Vigilant Lichterman,,1.0,60,Acme Corp Distribution Center
000000000007675319801,600034703,Festive Vigilant Lichterman,,1.0,Acme Corp Distribution Center
000000000081011101052,600012704,Happy Nostalgic Babbage,,1.0,60,Paramount Foods Llc
000000000081011101027,600012378,Mystifying Relaxed Leakey,,1.0,60,Paramount Foods Llc
000000000081011101104,600012853,Adoring Vigilant Stonebraker,,1.0,60,Paramount Foods Llc
000000000021246400000,600029007,Quizzical Stupefied Bose,,1.0,60,Acme Corp Distribution Center
000000000081011101103,600012852,Dazzling Vigorous Noether,,1.0,60,Paramount Foods Llc
000000000007667705905,600012852,Dazzling Vigorous Noether,,1.0,Paramount Foods Llc
000000000081011101026,600012377,Brave Friendly Sinoussi,,1.0,60,Paramount Foods Llc
000000000081011101128,600016453,Keen Wonderful Payne,,1.0,60,Paramount Foods Llc
000000000025779700000,600033498,Confident Friendly Hamilton,,1.0,60,Acme Corp Distribution Center
000000000023944000000,600035994,Admiring Kind Beaver,,1.0,60,Acme Corp Distribution Center
000000000081471901517,600023154,Hardcore Sharp Swartz,,1.0,60,Paramount Foods Llc
000000000021247700000,600029008,Friendly Mystifying Kilby,,1.0,60,Acme Corp Distribution Center
000000000025972100000,600034704,Agitated Awesome Shannon,,1.0,60,Acme Corp Distribution Center
000000000081471901516,600023167,Eloquent Pedantic Perlman,,1.0,60,Paramount Foods Llc
000000000025971600000,600034700,Eloquent Quirky Galileo,,1.0,60,Acme Corp Distribution Center
000000000026779400000,600035002,Cocky Condescending Wing,,1.0,60,Acme Corp Distribution Center
000000000024597400000,600031869,Loving Peaceful Poincare,,1.0,60,Acme Corp Distribution Center
000000000025994200000,600034881,Naughty Trusting Babbage,,1.0,60,Acme Corp Distribution Center
000000000025971100000,600034699,Cocky Dazzling Banach,,1.0,60,Acme Corp Distribution Center
000000000025996100000,600035001,Clever Hopeful Mclean,,1.0,60,Acme Corp Distribution Center
000000000025970400000,600034697,Confident Trusting Spence,,1.0,60,Acme Corp Distribution Center
000000000021248300000,600029005,Hopeful Serene Noyce,,1.0,60,Acme Corp Distribution Center
000000000021290600000,600029105,Dreamy Musing Meninsky,,1.0,60,Acme Corp Distribution Center
000000000025915700000,600034836,Fervent Quirky Nobel,,1.0,60,Acme Corp Distribution Center
000000000025993800000,600034877,Amazing Goofy Meitner,,1.0,60,Acme Corp Distribution Center
000000000021248900000,600029011,Quirky Sad Jang,,1.0,60,Acme Corp Distribution Center
000000000025970500000,600034698,Cocky Flamboyant Bhabha,,1.0,60,Acme Corp Distribution Center
000000000021290300000,600029213,Happy Relaxed Visvesvaraya,,1.0,60,Acme Corp Distribution Center
000000000081011101051,600012617,Infallible Vigilant Euler,,1.0,60,Paramount Foods Llc
000000000025972200000,600034705,Pensive Priceless Curie,,1.0,60,Acme Corp Distribution Center
000000000025994000000,600034879,Goofy Sad Williams,,1.0,60,Acme Corp Distribution Center
000000000021290500000,600029211,Brave Upbeat Allen,,1.0,60,Acme Corp Distribution Center
000000000018525500051,600032791,Dazzling Xenodochial Euclid,,4.0,60,Paramount Foods Llc
000000000022749900000,610041167,Stupefied Unruffled Sinoussi,,1.0,61,Acme Corp Distribution Center
000000000025512000000,610050721,Gallant Heuristic Euclid,85003142743,15.0,61,Intercounty Bakers, Inc.
000000000025878900000,610046620,Vibrant Vigilant Carson,,1.0,61,Paramount Bakeries Inc
000000000027685000000,610042772,Goofy Naughty Visvesvaraya,,1.0,61,Paramount Bakeries Inc
000000000022124000000,610051211,Pensive Sharp Keldysh,,1.0,61,Acme Corp Distribution Center
000000000027684900000,610042771,Silly Wonderful Keldysh,,1.0,61,Paramount Bakeries Inc
000000000021153000000,610048742,Ecstatic Wonderful Kilby,,1.0,61,Paramount Bakeries Inc
000000000072518548846,610048742,Ecstatic Wonderful Kilby,,1.0,Paramount Bakeries Inc
000000000004119046728,620001282,Elated Friendly Payne,,24.0,62,Tuscan Dairy Elmhurst
000000000008836500002,620000526,Loving Naughty Volhard,,1.0,62,Cream O Land
000000000024995300000,640025682,Confident Flamboyant Stallman,,1.0,64,Acme Corp Distribution Center
000000000003680047902,640025682,Confident Flamboyant Stallman,,1.0,Acme Corp Distribution Center
000000000028405100000,640024784,Loving Peaceful Bose,,1.0,64,Acme Corp Distribution Center
000000000025971000000,640027893,Hardcore Jovial Kilby,,1.0,64,Acme Corp Distribution Center
000000000024995900000,640025687,Goofy Sharp Kalam,,1.0,64,Acme Corp Distribution Center
000000000025970800000,640027891,Goofy Upbeat Almeida,,1.0,64,Acme Corp Distribution Center
000000000024995200000,640025669,Cranky Jovial Hodgkin,,1.0,64,Acme Corp Distribution Center
000000000021685300000,640023105,Sad Sharp Golick,,1.0,64,Acme Corp Distribution Center
000000000024995500000,640025685,Distracted Jolly Davinci,,1.0,64,Acme Corp Distribution Center
000000000021105300000,640029580,Jolly Suspicious Chandrasekhar,,1.0,64,Acme Corp Distribution Center
000000000025993100000,640028405,Hardcore Silly Mestorf,,1.0,64,Acme Corp Distribution Center
000000000028407500000,640024782,Flamboyant Kind Johnson,,1.0,64,Acme Corp Distribution Center
000000000025885300000,640027935,Lucid Zen Leakey,,1.0,64,Acme Corp Distribution Center
000000000021453400000,640019502,Eloquent Romantic Mayer,,1.0,64,Acme Corp Distribution Center
000000000021202900000,640020264,Happy Lucid Sinoussi,,1.0,64,Acme Corp Distribution Center
000000000021684800000,640023101,Competent Peaceful Wilson,,1.0,64,Acme Corp Distribution Center
000000000025970600000,640027889,Distracted Ecstatic Liskov,,1.0,64,Acme Corp Distribution Center
000000000025950700000,640027695,Hardcore Nifty Mirzakhani,,1.0,64,Acme Corp Distribution Center
000000000025468500000,640031177,Confident Lucid Mirzakhani,,,None,
000000000021300800000,640020913,Fervent Infallible Swanson,,1.0,64,Acme Corp Distribution Center
000000000021301700000,640020960,Keen Vigilant Elion,,1.0,64,Acme Corp Distribution Center
000000000025969900000,640027884,Epic Nostalgic Rosalind,,1.0,64,Acme Corp Distribution Center
000000000021141200000,640030606,Friendly Vigorous Montalcini,,1.0,64,Acme Corp Distribution Center
000000000021935100000,640031143,Fervent Lucid Nightingale,,1.0,64,Acme Corp Distribution Center
000000000021318000000,640029625,Agitated Trusting Lichterman,,1.0,64,Acme Corp Distribution Center
000000000021204700000,640028152,Serene Wizardly Jennings,,1.0,64,Acme Corp Distribution Center
000000000025969600000,640027936,Keen Suspicious Hermann,,1.0,64,Acme Corp Distribution Center
000000000002073516175,640027936,Keen Suspicious Hermann,,1.0,Acme Corp Distribution Center
000000000024638500000,640023603,Frosty Stupefied Edison,,1.0,64,Acme Corp Distribution Center
000000000021687600000,640023116,Elegant Tender Bhabha,,1.0,64,Acme Corp Distribution Center
000000000021137500000,640030623,Cocky Priceless Ptolemy,,1.0,64,Acme Corp Distribution Center
000000000021147000000,640030242,Competent Wonderful Meninsky,,1.0,64,Acme Corp Distribution Center
000000000025986000000,640028109,Amazing Compassionate Stonebraker,,1.0,64,Acme Corp Distribution Center
000000000021189300000,640020233,Optimistic Silly Lalande,,1.0,64,Acme Corp Distribution Center
000000000022624700000,640032028,Keen Wizardly Nightingale,,1.0,64,Acme Corp Distribution Center
000000000022652800000,640032030,Laughing Priceless Mayer,,1.0,64,Acme Corp Distribution Center
000000000022681500000,640032032,Clever Determined Bose,,1.0,64,Acme Corp Distribution Center
000000000026965100000,640029574,Romantic Tender Nightingale,,1.0,64,Acme Corp Distribution Center
000000000025986900000,640028100,Objective Vigorous Stonebraker,,1.0,64,Acme Corp Distribution Center
000000000025985700000,640028079,Hopeful Sad Noyce,,1.0,64,Acme Corp Distribution Center
000000000025970200000,640027887,Quizzical Vigilant Shirley,,1.0,64,Acme Corp Distribution Center
000000000028404200000,640024793,Hungry Keen Kare,,1.0,64,Acme Corp Distribution Center
000000000021150800000,640030346,Eager Pedantic Chebyshev,,1.0,64,Acme Corp Distribution Center
000000000021123000000,640029930,Festive Infallible Hoover,,1.0,64,Acme Corp Distribution Center
000000000027697900000,640022216,Goofy Vibrant Varahamihira,,1.0,64,Acme Corp Distribution Center
000000000021300400000,640020910,Epic Loving Hypatia,,1.0,64,Acme Corp Distribution Center
000000000021343500000,640018405,Affectionate Focused Brown,,1.0,64,Acme Corp Distribution Center
000000000021326000000,640031136,Objective Vibrant Dijkstra,,1.0,64,Acme Corp Distribution Center
000000000025993000000,640028406,Lucid Quirky Sinoussi,,1.0,64,Acme Corp Distribution Center
000000000024995400000,640025683,Relaxed Unruffled Panini,,1.0,64,Acme Corp Distribution Center
000000000021140800000,640030613,Admiring Trusting Lamport,,1.0,64,Acme Corp Distribution Center
000000000021101600000,640029741,Dazzling Hardcore Kowalevski,,1.0,64,Acme Corp Distribution Center
000000000026965300000,640029576,Angry Vibrant Mestorf,,1.0,64,Acme Corp Distribution Center
000000000025971500000,640027894,Kind Tender Dubinsky,,1.0,64,Acme Corp Distribution Center
000000000021405300000,640019022,Cocky Eloquent Elion,,1.0,64,Acme Corp Distribution Center
000000000021451400000,640019482,Admiring Eloquent Yonath,,1.0,64,Acme Corp Distribution Center
000000000021117300000,640029718,Condescending Elated Davinci,,1.0,64,Acme Corp Distribution Center
000000000021353600000,640029344,Determined Nervous Meitner,,1.0,64,Acme Corp Distribution Center
000000000021305400000,640029345,Sad Stoic Varahamihira,,1.0,64,Acme Corp Distribution Center
000000000021203000000,640028154,Unruffled Zealous Turing,,1.0,64,Acme Corp Distribution Center
000000000021219000000,640028161,Compassionate Xenodochial Kilby,,1.0,64,Acme Corp Distribution Center
000000000025988700000,640028090,Gifted Nostalgic Hopper,,1.0,64,Acme Corp Distribution Center
000000000025981200000,640027967,Friendly Unruffled Chatterjee,,1.0,64,Acme Corp Distribution Center
000000000025988100000,640028033,Flamboyant Jolly Hypatia,,1.0,64,Acme Corp Distribution Center
000000000025970900000,640027892,Focused Kind Varahamihira,,1.0,64,Acme Corp Distribution Center
000000000025970000000,640027885,Adoring Fervent Poitras,,1.0,64,Acme Corp Distribution Center
000000000025970100000,640027886,Jolly Thirsty Bhaskara,,1.0,64,Acme Corp Distribution Center
000000000021685200000,640023104,Adoring Upbeat Tesla,,1.0,64,Acme Corp Distribution Center
000000000027698000000,640022217,Hopeful Sad Heyrovsky,,1.0,64,Acme Corp Distribution Center
000000000021300700000,640020912,Angry Pensive Lovelace,,1.0,64,Acme Corp Distribution Center
000000000021102800000,640029792,Optimistic Stupefied Hodgkin,,1.0,64,Acme Corp Distribution Center
000000000021101800000,640029813,Clever Flamboyant Booth,,1.0,64,Acme Corp Distribution Center
000000000021314400000,640029624,Elastic Reverent Golick,,1.0,64,Acme Corp Distribution Center
000000000026906300000,640028566,Reverent Stupefied Snyder,,1.0,64,Acme Corp Distribution Center
000000000025986300000,640028120,Festive Frosty Hugle,,1.0,64,Acme Corp Distribution Center
000000000025970700000,640027890,Amazing Brave Jackson,,1.0,64,Acme Corp Distribution Center
000000000000116361787,640022049,Tender Zealous Davinci,,1.0,64,Acme Corp Distribution Center
000000000021218500000,640020388,Admiring Epic Bose,,1.0,64,Acme Corp Distribution Center
000000000025956900000,640027840,Modest Objective Shtern,,1.0,64,Acme Corp Distribution Center
000000000021686000000,640023109,Ecstatic Sad Knuth,,1.0,64,Acme Corp Distribution Center
000000000021686800000,640023092,Friendly Lucid Hermann,,1.0,64,Acme Corp Distribution Center
000000000021106100000,640029745,Boring Unruffled Aryabhata,,1.0,64,Acme Corp Distribution Center
000000000026966900000,640029747,Cocky Distracted Payne,,1.0,64,Acme Corp Distribution Center
000000000025989000000,640028105,Infallible Sad Roentgen,,1.0,64,Acme Corp Distribution Center
000000000025885400000,640027934,Gracious Tender Kepler,,1.0,64,Acme Corp Distribution Center
000000000025970300000,640027888,Elegant Stupefied Elbakyan,,1.0,64,Acme Corp Distribution Center
000000000026920700000,640028900,Inspiring Mystifying Clarke,,1.0,64,Acme Corp Distribution Center
000000000025987800000,640028037,Admiring Jolly Clarke,,1.0,64,Acme Corp Distribution Center
000000000021402000000,640030275,Gifted Suspicious Euclid,,1.0,64,Acme Corp Distribution Center
000000000026966100000,640029848,Gracious Sad Kirch,,1.0,64,Acme Corp Distribution Center
000000000026937200000,640028945,Agitated Upbeat Austin,,5.0,64,Acme Corp Distribution Center
000000000026907200000,640028575,Mystifying Thirsty Curie,,1.0,64,Acme Corp Distribution Center
000000000025992700000,640028129,Epic Gifted Wescoff,,1.0,64,Acme Corp Distribution Center
000000000021590800000,640028132,Practical Stupefied Dijkstra,,1.0,64,Acme Corp Distribution Center
000000000025985400000,640028085,Elated Stoic Pike,,1.0,64,Acme Corp Distribution Center
000000000025969800000,640027883,Focused Optimistic Cori,,1.0,64,Acme Corp Distribution Center
000000000028400500000,640024404,Keen Laughing Johnson,,1.0,64,Acme Corp Distribution Center
000000000021685100000,640023103,Adoring Amazing Brahmagupta,,1.0,64,Acme Corp Distribution Center
